Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code, Purchase Unit Code,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Image,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6
GULAKU TEBU KUNING 1KG,8995180000000,code128,,S0001,Pcs,Pcs,box_24,11800,16000,24,,,,,,bukan_konsi,,,,,
Sania Myk Grg 2lt,8993500000000,code128,,S0001,Pcs,Pcs,box_6,22900,24000,6,,,,,,bukan_konsi,,,,,
Fortune Myk Grg 2lt,8998230000000,code128,,S0001,Pcs,Pcs,box_6,21900,22500,12,,,,,,bukan_konsi,,,,,
BENDERA SUSU KENTAL MANIS CHOCO 375,8992750000000,code128,,S0001,Pcs,Pcs,box_48,9500,12000,10,,,,,,bukan_konsi,,,,,
BENDERA KENTAL MANIS CAN  375,8992750000000,code128,,S0001,Pcs,Pcs,box_48,8999,11500,48,,,,,,bukan_konsi,,,,,
BENDERA SKM PUTIH GOLD  375,8992750000000,code128,,S0001,Pcs,Pcs,box_48,13500,15500,10,,,,,,bukan_konsi,,,,,
LARUTAN PENYEGAR KAKI TIGA BTL 200M,8995230000000,code128,,S0002,Pcs,Pcs,box_48,2937,5000,48,,,,,,bukan_konsi,,,,,
MIZONE APPLE GUAVA 500ML,8992750000000,code128,,S0002,Pcs,Pcs,box_12,3700,4500,12,,,,,,bukan_konsi,,,,,
MIZONE ACTIVE BTL 500ML,8992750000000,code128,,S0002,Pcs,Pcs,box_12,3600,4500,12,,,,,,bukan_konsi,,,,,
